Term,PCA_X,PCA_Y
Stomp,0.420429355136765,0.19719078602230722
Strength,0.4907091947940981,0.19824284914644122
Struggle,0.37754507134130266,0.1467736870243441
Stun Spore,0.42896961023248276,0.13564552403160796
Submission,0.2618015820279436,0.18935355991792593
Supersonic,0.46888390395599777,0.16009555761478128
Surf,0.3522448406933475,0.2116605080689137
Swift,0.4693906570802916,0.19021648758892273
Tackle,0.6740955604857511,0.1782834779281364
Take Down,0.5066667167167915,0.17920893377603772
Teleport,0.2890307942622086,0.1857302259560915
Thief,0.27960466397234424,0.14526160458229914
Thrash,0.4285470285883584,0.17631105187180268
Thunder,0.33198380904955394,0.14596955394470104
Thunder Punch,0.28928721436399624,0.13858736736914312
Thunder Shock,0.2773029134947275,0.0826072358835292
Thunder Wave,0.33573831301186935,0.1583659495883094
Thunderbolt,0.46558954632922145,0.23950668832132865
Thunderpunch,0.16935130758721076,0.13670706108458971
Thundershock,0.3550226483008194,0.1583159757226463
Toxic,0.4225904302829291,0.17857680369756662
Transform,0.5161733336155084,0.08461011166141552
Tri Attack,0.4415281196763622,0.20256283107070097
Twineedle,0.2799938673867755,0.17478608915075977
Twister,0.26846444642657236,0.17004338520429563
Vice Grip,0.4278426371250401,0.22247127782954304
Vine Whip,0.42893329551352377,0.1630882799714792
Vital Throw,0.19412688797388158,0.18936611338496068
Water Gun,0.5316304674748515,0.23153781868757004
Waterfall,0.36489707199913557,0.16959536685251278
Whirlpool,0.34876111853973146,0.16291248633910207
Wing Attack,0.3592741484310063,0.09643735419234971
Wrap,0.4895482432832585,0.06941751019140328
Zap Cannon,0.35794520942368524,0.14847283646609197
Metronome,0.5266544055130408,0.12632161358147745
Encore,0.4833998868161129,0.09834520345885293
Disable,0.4666285276433994,0.11472064035087673
Mirror Move,0.4616036677451702,0.031620099241433886
Sing,0.4731709395103969,0.12012528737300554
Copycat,0.5169970474229274,0.04823999763194521
TYPE_BUG,0.3709377387270245,0.087794661032267
TYPE_DARK,-0.0961466211654143,0.09458244148495269
TYPE_DRAGON,0.30752277592105276,0.1405160481167947
TYPE_ELECTRIC,0.3858002655866644,-0.0160600741484863
TYPE_FAIRY,-0.10508156593187144,0.14519693302116057
TYPE_FIGHTING,0.2945712423986939,0.14409515807138662
TYPE_FIRE,0.4051936408991417,-0.02049355818426318
TYPE_FLYING,0.31252002851594574,0.0959051012686345
TYPE_GHOST,0.27687007873653463,0.10530728266149238
TYPE_GRASS,0.3626981925563377,0.048112745675157345
TYPE_GROUND,0.45819433122642544,0.11308561025567344
TYPE_ICE,0.3220131579654928,0.1967347148957163
TYPE_NORMAL,0.33120720783875957,0.12119037138122377
TYPE_POISON,0.3630520954510404,0.13473029703491696
TYPE_PSYCHIC,-1.4002466901982151,-0.026137517581509603
TYPE_ROCK,0.2946675151439063,0.19957071307843333
TYPE_STEEL,0.027585869338043537,0.0635865130878581
TYPE_WATER,0.4761131693730425,0.02405479232792721
