Pokemon,Type,PCA_X,PCA_Y
Misdreavus,#614C83,-1.139701054832541,0.026115522767250016
Unown,#FF6996,-1.0988678221003507,0.030609084670416512
Wobbuffet,#FF6996,-1.1302443649408813,0.07236836868666494
Girafarig,#A8A878,-1.1285791327461974,0.053177639361004336
Pineco,#A8B820,-1.177804727830422,0.03484091012838165
Forretress,#A8B820,-1.1090076641968563,0.017629946580477025
Dunsparce,#A8A878,-1.1237482434190627,0.03491597785933077
Gligar,#E0C068,-1.1125689908224332,0.018105039851115383
Steelix,#B8B8D0,-1.046698903373975,0.018694804025172863
Snubbull,#EE99AC,-1.1313723472549515,0.04944017879690185
Granbull,#EE99AC,-1.1609287179127359,0.03557611547759256
Qwilfish,#149EFF,-1.109052942323641,0.034612509508913265
Scizor,#A8B820,-1.1233878469062184,0.020000695514388402
Shuckle,#A8B820,-1.1610003871613424,0.058474935741802674
Heracross,#A8B820,-1.0891817617702033,0.014701212626848592
Sneasel,#5C483B,-1.1085535669815603,0.028639900134901957
Teddiursa,#A8A878,-1.1195782916479318,0.017087990694130993
Ursaring,#A8A878,-1.0701857281824205,0.04095621370604668
Slugma,#F08030,-1.1161326557980316,0.030910008398501124
Magcargo,#F08030,-1.1254558588296755,0.03428277162995496
Swinub,#98D8D8,-1.1099437652375135,0.03241486298606669
Piloswine,#98D8D8,-1.1027956555364598,0.028473999883942724
Corsola,#149EFF,-1.0593339885611142,0.011666587555612545
Remoraid,#149EFF,-1.120737505075755,0.04403135739710303
Octillery,#149EFF,-1.1120499426791306,0.018783983913892358
Delibird,#98D8D8,-1.1098297881566273,0.03817284725723686
Mantine,#149EFF,-1.1179956518804997,0.0474239327122893
Skarmory,#B8B8D0,-1.117096261238381,0.026085224130110322
Houndour,#5C483B,-1.1134774336670086,0.03270215667916041
Houndoom,#5C483B,-1.1426576576121392,0.044728839813454546
Kingdra,#149EFF,-1.110053940886284,0.02077356674932841
Phanpy,#E0C068,-1.1006599636596555,0.008695508707414552
Donphan,#E0C068,-1.1057437556820766,0.028929094364114987
Porygon2,#A8A878,-1.1258302896800214,0.025960755122644532
Stantler,#A8A878,-1.1002323347026872,0.030375263759745537
Smeargle,#A8A878,-1.1471114987264701,0.0493264638309219
Tyrogue,#94352D,-1.1027127744421081,0.018134847408234
Hitmontop,#94352D,-1.1456824783685782,0.0407136313571765
Smoochum,#98D8D8,-1.1234606161474772,0.038544758067047435
Elekid,#F8D030,-1.0961581546527657,0.03577377114967561
Magby,#F08030,-1.1332728395538827,0.0056820633951312404
Miltank,#A8A878,-1.15052460179812,0.03462000337210306
Blissey,#A8A878,-1.1266766584219214,0.029903590216131735
Raikou,#F8D030,-1.1083626939283218,0.03687474057416488
Entei,#F08030,-1.1123908475122724,0.030275913880170893
Suicune,#149EFF,-1.1220047355350198,0.029167588209126627
Larvitar,#B8A038,-1.1435304639696098,0.049538233972982175
Pupitar,#B8A038,-1.1184123944740525,0.02092872125170681
Tyranitar,#B8A038,-1.0954373462442903,0.040928974362395176
Lugia,#FF6996,-1.0899127567253095,0.015808694379876715
Ho-Oh,#F08030,-1.060619353248514,0.0236257924264234
Celebi,#FF6996,-1.0947274293043294,0.03055516949798432
